Timestamp,Event_Type,ScrollDeltaX,ScrollDeltaY,PackageName
1777897882395,CLICK,0,0,com.mele.logger
1777897883833,CLICK,0,0,com.sec.android.app.launcher
1777897885625,CLICK,0,0,com.ss.android.ugc.trill
1777897886318,SCROLL,0,645435,com.ss.android.ugc.trill
1777897890838,SCROLL,0,647464,com.ss.android.ugc.trill
1777897890988,SCROLL,0,647484,com.ss.android.ugc.trill
1777897892400,SCROLL,0,649054,com.ss.android.ugc.trill
1777897892509,SCROLL,0,649531,com.ss.android.ugc.trill
1777897892615,SCROLL,0,649533,com.ss.android.ugc.trill
1777897894112,SCROLL,0,651261,com.ss.android.ugc.trill
1777897894220,SCROLL,0,651581,com.ss.android.ugc.trill
1777897894326,SCROLL,0,651582,com.ss.android.ugc.trill
1777897896669,SCROLL,0,653285,com.ss.android.ugc.trill
1777897896772,SCROLL,0,653630,com.ss.android.ugc.trill
1777897896881,SCROLL,0,653631,com.ss.android.ugc.trill
1777897898508,SCROLL,0,655566,com.ss.android.ugc.trill
1777897898616,SCROLL,0,655680,com.ss.android.ugc.trill
1777897901182,SCROLL,0,656694,com.ss.android.ugc.trill
1777897901289,SCROLL,0,657719,com.ss.android.ugc.trill
1777897901399,SCROLL,0,657729,com.ss.android.ugc.trill
1777897903731,SCROLL,0,659557,com.ss.android.ugc.trill
1777897903839,SCROLL,0,659778,com.ss.android.ugc.trill
1777897905016,SCROLL,0,660928,com.ss.android.ugc.trill
1777897905125,SCROLL,0,661820,com.ss.android.ugc.trill
1777897905247,SCROLL,0,661827,com.ss.android.ugc.trill
1777897908286,SCROLL,0,662995,com.ss.android.ugc.trill
1777897908396,SCROLL,0,663869,com.ss.android.ugc.trill
1777897908505,SCROLL,0,663876,com.ss.android.ugc.trill
1777897910280,SCROLL,0,665443,com.ss.android.ugc.trill
1777897910390,SCROLL,0,665923,com.ss.android.ugc.trill
1777897910496,SCROLL,0,665925,com.ss.android.ugc.trill
1777897913802,SCROLL,0,667742,com.ss.android.ugc.trill
1777897913910,SCROLL,0,667974,com.ss.android.ugc.trill
1777897916681,SCROLL,0,669848,com.ss.android.ugc.trill
1777897916788,SCROLL,0,670023,com.ss.android.ugc.trill
1777897918933,SCROLL,0,671721,com.ss.android.ugc.trill
1777897919041,SCROLL,0,672071,com.ss.android.ugc.trill
1777897919149,SCROLL,0,672072,com.ss.android.ugc.trill
1777897920767,SCROLL,0,672089,com.ss.android.ugc.trill
1777897920903,SCROLL,0,672125,com.ss.android.ugc.trill
1777897921008,SCROLL,0,672150,com.ss.android.ugc.trill
1777897921163,SCROLL,0,673011,com.ss.android.ugc.trill
1777897921271,SCROLL,0,674110,com.ss.android.ugc.trill
1777897921378,SCROLL,0,674121,com.ss.android.ugc.trill
