Timestamp,Sensor_Type,X,Y,Z
1777896931102,ACCEL,0.2213361,-0.0526421,9.785448
1777896931121,ACCEL,0.20817557,-0.04546363,9.769895
1777896931121,GYRO,3.054324E-4,-3.054324E-4,4.581486E-4
1777896931140,GYRO,-0.0,-6.108648E-4,-4.581486E-4
1777896931140,ACCEL,0.21894327,-0.039481573,9.77827
1777896931159,ACCEL,0.21774685,-0.062213387,9.77468
1777896931160,GYRO,-0.0,0.0,-1.527162E-4
1777896931178,ACCEL,0.21774685,-0.038285162,9.785448
1777896931178,GYRO,-0.0,-3.054324E-4,-1.527162E-4
1777896931197,ACCEL,0.2213361,-0.0526421,9.77468
1777896931197,GYRO,-3.054324E-4,-6.108648E-4,1.527162E-4
1777896931216,ACCEL,0.21535404,-0.06819545,9.779466
1777896931216,GYRO,-0.0,0.0,1.527162E-4
1777896931235,GYRO,-3.054324E-4,0.0,1.527162E-4
1777896931236,ACCEL,0.2105684,-0.02751746,9.760324
1777896931255,GYRO,3.054324E-4,-6.108648E-4,4.581486E-4
1777896931255,ACCEL,0.23090738,-0.05623133,9.77468
1777896931274,ACCEL,0.2321038,-0.039481573,9.79143
1777896931274,GYRO,6.108648E-4,0.0,1.527162E-4
1777896931293,ACCEL,0.22253251,-0.034695927,9.77827
1777896931293,GYRO,-3.054324E-4,-3.054324E-4,1.527162E-4
1777896931311,GYRO,-6.108648E-4,-3.054324E-4,4.581486E-4
1777896931312,ACCEL,0.22013968,-0.062213387,9.779466
1777896931331,ACCEL,0.20458634,-0.046660043,9.784252
1777896931331,GYRO,-0.0,6.108648E-4,1.527162E-4
1777896931350,GYRO,-0.0,-3.054324E-4,-1.527162E-4
1777896931350,ACCEL,0.21894327,-0.046660043,9.792626
1777896931369,GYRO,-0.0,6.108648E-4,-1.527162E-4
1777896931370,ACCEL,0.21894327,-0.0634098,9.77827
1777896931388,GYRO,3.054324E-4,-6.108648E-4,-1.527162E-4
1777896931388,ACCEL,0.21894327,-0.04426722,9.769895
1777896931407,ACCEL,0.19860429,-0.038285162,9.772287
1777896931407,GYRO,-3.054324E-4,-3.054324E-4,1.527162E-4
1777896931426,ACCEL,0.21894327,-0.0526421,9.779466
1777896931426,GYRO,3.054324E-4,0.0,-1.527162E-4
1777896931445,GYRO,3.054324E-4,3.054324E-4,-4.581486E-4
1777896931445,ACCEL,0.21894327,-0.041874398,9.777073
1777896931464,GYRO,-3.054324E-4,-3.054324E-4,-0.0010690134
1777896931465,ACCEL,0.20697916,-0.034695927,9.77827
1777896931484,GYRO,-3.054324E-4,-3.054324E-4,1.527162E-4
1777896931485,ACCEL,0.23569304,-0.047856454,9.771091
1777896931503,ACCEL,0.2213361,-0.047856454,9.768699
1777896931503,GYRO,3.054324E-4,3.054324E-4,7.6358096E-4
1777896931522,GYRO,6.108648E-4,0.0,7.6358096E-4
1777896931522,ACCEL,0.22492532,-0.05383851,9.783055
1777896931541,GYRO,-3.054324E-4,0.0,4.581486E-4
1777896931542,ACCEL,0.21655045,-0.049052864,9.772287
1777896931560,ACCEL,0.21774685,-0.07178468,9.775877
1777896931560,GYRO,3.054324E-4,0.0,-1.527162E-4
1777896931579,ACCEL,0.22971097,-0.05503492,9.77468
1777896931580,GYRO,3.054324E-4,0.0,-4.581486E-4
1777896931599,GYRO,3.054324E-4,-3.054324E-4,1.527162E-4
1777896931599,ACCEL,0.22851457,-0.058624156,9.777073
1777896931620,ACCEL,0.16869399,-0.08853444,10.037891
1777896931620,GYRO,0.05070178,-0.04367683,-0.003817905
1777896931636,ACCEL,0.2644069,-0.014356935,9.571291
1777896931636,GYRO,0.014966187,-0.0024434591,-1.527162E-4
1777896931655,ACCEL,0.24765715,-0.02871387,9.698111
1777896931655,GYRO,-0.004581486,0.028710645,0.0025961753
1777896931674,GYRO,-0.03176497,0.02046397,0.0016798781
1777896931675,ACCEL,0.20219351,-0.025124637,9.706485
1777896931694,ACCEL,0.21894327,-0.07537391,9.908679
1777896931694,GYRO,-0.0140498895,-0.0030543238,1.527162E-4
1777896931713,ACCEL,0.21415763,-0.05742774,9.7399845
1777896931713,GYRO,-0.0036651888,0.0,7.6358096E-4
1777896931734,GYRO,-0.0018325944,-6.108648E-4,1.527162E-4
1777896931734,ACCEL,0.21296121,-0.021535404,9.773484
1777896931751,ACCEL,0.2117648,-0.059820566,9.784252
1777896931751,GYRO,-0.0012217296,-6.108648E-4,-1.527162E-4
1777896931769,ACCEL,0.20937198,-0.02871387,9.777073
1777896931769,GYRO,-3.054324E-4,-6.108648E-4,-1.527162E-4
1777896931788,ACCEL,0.21655045,-0.04426722,9.784252
1777896931788,GYRO,-3.054324E-4,3.054324E-4,4.581486E-4
1777896931808,ACCEL,0.20578274,-0.050249275,9.773484
1777896931808,GYRO,3.054324E-4,3.054324E-4,4.581486E-4
1777896931827,GYRO,-6.108648E-4,3.054324E-4,4.581486E-4
1777896931827,ACCEL,0.25244278,-0.050249275,9.781859
1777896931846,GYRO,-9.162972E-4,0.0,4.581486E-4
1777896931846,ACCEL,0.22492532,-0.050249275,9.775877
1777896931865,ACCEL,0.22253251,-0.03589234,9.76152
1777896931865,GYRO,-3.054324E-4,6.108648E-4,7.6358096E-4
1777896931884,ACCEL,0.2117648,-0.047856454,9.77468
1777896931884,GYRO,-3.054324E-4,-6.108648E-4,1.527162E-4
1777896931903,GYRO,-3.054324E-4,3.054324E-4,-1.527162E-4
1777896931903,ACCEL,0.22492532,-0.0526421,9.779466
1777896931922,ACCEL,0.23449662,-0.022731815,9.769895
1777896931922,GYRO,-0.0,-9.162972E-4,-4.581486E-4
1777896931943,ACCEL,0.21535404,-0.05742774,9.783055
1777896931943,GYRO,-6.108648E-4,-3.054324E-4,-4.581486E-4
1777896931960,ACCEL,0.21535404,-0.05383851,9.781859
1777896931960,GYRO,-0.0,-3.054324E-4,4.581486E-4
1777896931980,ACCEL,0.2117648,-0.03708875,9.762716
1777896931980,GYRO,-0.0,-3.054324E-4,1.527162E-4
1777896931999,GYRO,-3.054324E-4,3.054324E-4,7.6358096E-4
1777896931999,ACCEL,0.22971097,-0.05623133,9.775877
1777896932018,ACCEL,0.22013968,-0.038285162,9.773484
1777896932018,GYRO,6.108648E-4,0.0,4.581486E-4
1777896932037,ACCEL,0.22612174,-0.04426722,9.784252
1777896932037,GYRO,-0.0,3.054324E-4,7.6358096E-4
1777896932056,GYRO,-3.054324E-4,-3.054324E-4,4.581486E-4
1777896932056,ACCEL,0.21655045,-0.041874398,9.784252
1777896932075,ACCEL,0.20697916,-0.039481573,9.771091
1777896932075,GYRO,-3.054324E-4,6.108648E-4,-4.581486E-4
1777896932095,ACCEL,0.22851457,-0.043070808,9.779466
1777896932095,GYRO,-6.108648E-4,0.0,-1.527162E-4
1777896932113,GYRO,-3.054324E-4,6.108648E-4,-0.0016798781
1777896932113,ACCEL,0.2105684,-0.033499517,9.779466
1777896932143,GYRO,-0.0,-3.054324E-4,-7.6358096E-4
1777896932143,ACCEL,0.23449662,-0.043070808,9.781859
1777896932151,ACCEL,0.21655045,-0.05623133,9.77827
1777896932151,GYRO,-0.0,0.0,-1.527162E-4
1777896932170,ACCEL,0.22372891,-0.039481573,9.784252
1777896932170,GYRO,-0.0,-6.108648E-4,-4.581486E-4
1777896932189,ACCEL,0.22612174,-0.038285162,9.779466
1777896932189,GYRO,-6.108648E-4,-3.054324E-4,-4.581486E-4
1777896932208,ACCEL,0.21535404,-0.039481573,9.77468
1777896932209,GYRO,3.054324E-4,-3.054324E-4,-7.6358096E-4
1777896932228,GYRO,-3.054324E-4,0.0,-7.6358096E-4
1777896932228,ACCEL,0.2416751,-0.059820566,9.789038
1777896932247,GYRO,-0.0,-6.108648E-4,-1.527162E-4
1777896932247,ACCEL,0.22492532,-0.051445685,9.775877
1777896932266,ACCEL,0.2117648,-0.03708875,9.781859
1777896932266,GYRO,-0.0,3.054324E-4,-4.581486E-4
1777896932285,ACCEL,0.23808585,-0.04426722,9.775877
1777896932285,GYRO,-6.108648E-4,0.0,-1.527162E-4
1777896932304,ACCEL,0.22492532,-0.04426722,9.773484
1777896932305,GYRO,-0.0,-6.108648E-4,-4.581486E-4
1777896932324,GYRO,-6.108648E-4,0.0,-1.527162E-4
1777896932324,ACCEL,0.2213361,-0.039481573,9.767502
1777896932342,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777896932342,ACCEL,0.22731815,-0.058624156,9.779466
1777896932361,ACCEL,0.21296121,-0.059820566,9.781859
1777896932361,GYRO,-0.0,0.0,-1.527162E-4
1777896932381,ACCEL,0.22492532,-0.03708875,9.781859
1777896932381,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777896932399,ACCEL,0.21296121,-0.039481573,9.769895
1777896932399,GYRO,-6.108648E-4,-3.054324E-4,-4.581486E-4
1777896932419,ACCEL,0.23808585,-0.047856454,9.771091
1777896932419,GYRO,-0.0,0.0,-1.527162E-4
1777896932439,GYRO,3.054324E-4,0.0,1.527162E-4
1777896932439,ACCEL,0.22253251,-0.049052864,9.773484
1777896932457,GYRO,3.054324E-4,-3.054324E-4,1.527162E-4
1777896932458,ACCEL,0.21894327,-0.047856454,9.779466
1777896932476,GYRO,-0.0,-3.054324E-4,4.581486E-4
1777896932476,ACCEL,0.20937198,-0.046660043,9.773484
1777896932495,ACCEL,0.22731815,-0.046660043,9.786645
1777896932496,GYRO,3.054324E-4,-3.054324E-4,0.0010690134
1777896932515,GYRO,6.108648E-4,0.0,1.527162E-4
1777896932516,ACCEL,0.22253251,-0.046660043,9.781859
1777896932535,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777896932535,ACCEL,0.21774685,-0.03708875,9.779466
1777896932553,GYRO,3.054324E-4,6.108648E-4,-4.581486E-4
1777896932553,ACCEL,0.20578274,-0.05503492,9.775877
1777896932572,ACCEL,0.22372891,-0.061016977,9.780663
1777896932572,GYRO,6.108648E-4,-6.108648E-4,-1.527162E-4
1777896932591,GYRO,-0.0,3.054324E-4,1.527162E-4
1777896932591,ACCEL,0.21655045,-0.05383851,9.772287
1777896932610,ACCEL,0.20578274,-0.06460621,9.771091
1777896932610,GYRO,-0.0,-3.054324E-4,-4.581486E-4
1777896932630,ACCEL,0.22492532,-0.049052864,9.773484
1777896932630,GYRO,3.054324E-4,0.0,-1.527162E-4
1777896932648,ACCEL,0.2213361,-0.040677983,9.777073
1777896932648,GYRO,-6.108648E-4,0.0,-4.581486E-4
1777896932667,ACCEL,0.22372891,-0.05742774,9.777073
1777896932668,GYRO,-3.054324E-4,3.054324E-4,-1.527162E-4
1777896932686,GYRO,-3.054324E-4,0.0,-1.527162E-4
1777896932686,ACCEL,0.2009971,-0.046660043,9.77827
1777896932705,GYRO,-0.0,-6.108648E-4,-4.581486E-4
1777896932705,ACCEL,0.21894327,-0.05383851,9.772287
1777896932724,GYRO,3.054324E-4,0.0,-1.527162E-4
1777896932725,ACCEL,0.21655045,-0.032303106,9.781859
1777896932744,GYRO,-6.108648E-4,-6.108648E-4,-0.0010690134
1777896932744,ACCEL,0.23330021,-0.046660043,9.781859
1777896932763,GYRO,3.054324E-4,9.162972E-4,-4.581486E-4
1777896932763,ACCEL,0.20697916,-0.049052864,9.790234
1777896932782,GYRO,-0.0,-3.054324E-4,-4.581486E-4
1777896932782,ACCEL,0.2009971,-0.047856454,9.779466
1777896932802,GYRO,-0.0,-3.054324E-4,1.527162E-4
1777896932802,ACCEL,0.21774685,-0.047856454,9.79143
1777896932820,GYRO,-0.0,0.0,-1.527162E-4
1777896932820,ACCEL,0.22013968,-0.04546363,9.792626
1777896932839,GYRO,3.054324E-4,3.054324E-4,-4.581486E-4
1777896932839,ACCEL,0.2105684,-0.03589234,9.787841
1777896932859,GYRO,3.054324E-4,6.108648E-4,-1.527162E-4
1777896932859,ACCEL,0.21774685,-0.06580263,9.784252
1777896932879,GYRO,-0.0,0.0,-4.581486E-4
1777896932879,ACCEL,0.21655045,-0.038285162,9.780663
1777896932897,GYRO,-6.108648E-4,3.054324E-4,-1.527162E-4
1777896932897,ACCEL,0.22253251,-0.05383851,9.785448
1777896932916,GYRO,-3.054324E-4,0.0,-4.581486E-4
1777896932916,ACCEL,0.22253251,-0.05623133,9.789038
1777896932934,ACCEL,0.22612174,-0.041874398,9.79143
1777896932938,GYRO,-6.108648E-4,9.162972E-4,7.6358096E-4
1777896932953,GYRO,0.0027488915,-0.003970621,-4.581486E-4
1777896932953,ACCEL,0.21535404,-0.043070808,9.77827
1777896932972,GYRO,0.024740024,-0.04856375,-0.002290743
1777896932972,ACCEL,0.22492532,-0.050249275,9.797412
1777896932991,ACCEL,0.25124636,-0.05503492,9.820144
1777896932992,GYRO,-0.0027488915,0.02932151,0.0025961753
1777896933010,GYRO,-0.017409647,0.017715078,1.527162E-4
1777896933011,ACCEL,0.17706887,-0.040677983,9.730413
1777896933029,ACCEL,0.2321038,-0.05623133,9.802198
1777896933029,GYRO,-0.0018325944,0.0033597562,0.0010690134
1777896933051,ACCEL,0.2009971,-0.049052864,9.799805
1777896933051,GYRO,-9.162972E-4,0.0018325944,4.581486E-4
1777896933067,GYRO,3.054324E-4,-9.162972E-4,-1.527162E-4
1777896933068,ACCEL,0.22971097,-0.039481573,9.784252
