Timestamp,Event_Type,ScrollDeltaX,ScrollDeltaY,PackageName
1777899732307,CLICK,0,0,com.mele.logger
1777899734051,CLICK,0,0,com.sec.android.app.launcher
1777899734399,SCROLL,16,0,com.ss.android.ugc.trill
1777899735418,CLICK,0,0,com.ss.android.ugc.trill
1777899739519,CLICK,0,0,com.ss.android.ugc.trill
1777899740099,SCROLL,0,2049,com.ss.android.ugc.trill
1777899744623,SCROLL,0,3728,com.ss.android.ugc.trill
1777899744729,SCROLL,0,4097,com.ss.android.ugc.trill
1777899744848,SCROLL,0,4098,com.ss.android.ugc.trill
1777899745982,SCROLL,0,5972,com.ss.android.ugc.trill
1777899746089,SCROLL,0,6147,com.ss.android.ugc.trill
1777899747425,SCROLL,0,7697,com.ss.android.ugc.trill
1777899747535,SCROLL,0,8194,com.ss.android.ugc.trill
1777899747640,SCROLL,0,8196,com.ss.android.ugc.trill
1777899749126,SCROLL,0,9742,com.ss.android.ugc.trill
1777899749234,SCROLL,0,10243,com.ss.android.ugc.trill
1777899749343,SCROLL,0,10245,com.ss.android.ugc.trill
1777899751496,SCROLL,0,11937,com.ss.android.ugc.trill
1777899751602,SCROLL,0,12292,com.ss.android.ugc.trill
1777899751702,SCROLL,0,12294,com.ss.android.ugc.trill
1777899753328,SCROLL,51,0,com.ss.android.ugc.trill
1777899753431,SCROLL,1,0,com.ss.android.ugc.trill
1777899753545,SCROLL,0,0,com.ss.android.ugc.trill
1777899753922,SCROLL,0,0,com.ss.android.ugc.trill
1777899753997,SCROLL,579,0,com.ss.android.ugc.trill
1777899754107,SCROLL,919,0,com.ss.android.ugc.trill
1777899754215,SCROLL,1042,0,com.ss.android.ugc.trill
1777899754323,SCROLL,1075,0,com.ss.android.ugc.trill
1777899754430,SCROLL,1080,0,com.ss.android.ugc.trill
1777899754606,SCROLL,0,0,com.ss.android.ugc.trill
1777899758222,SCROLL,0,14195,com.ss.android.ugc.trill
1777899758272,SCROLL,0,0,com.ss.android.ugc.trill
1777899758328,SCROLL,0,14343,com.ss.android.ugc.trill
1777899761232,SCROLL,0,16134,com.ss.android.ugc.trill
1777899761342,SCROLL,0,16392,com.ss.android.ugc.trill
1777899762553,SCROLL,0,17920,com.ss.android.ugc.trill
1777899762660,SCROLL,0,18439,com.ss.android.ugc.trill
1777899762768,SCROLL,0,18441,com.ss.android.ugc.trill
1777899765380,SCROLL,0,19712,com.ss.android.ugc.trill
1777899765492,SCROLL,0,20485,com.ss.android.ugc.trill
1777899765595,SCROLL,0,20490,com.ss.android.ugc.trill
1777899767192,SCROLL,0,22157,com.ss.android.ugc.trill
1777899767298,SCROLL,0,22538,com.ss.android.ugc.trill
1777899767411,SCROLL,0,22539,com.ss.android.ugc.trill
1777899769818,SCROLL,0,24207,com.ss.android.ugc.trill
1777899769927,SCROLL,0,24587,com.ss.android.ugc.trill
1777899770034,SCROLL,0,24588,com.ss.android.ugc.trill
1777899770787,SCROLL,0,26392,com.ss.android.ugc.trill
1777899770895,SCROLL,0,26637,com.ss.android.ugc.trill
1777899774207,SCROLL,0,28322,com.ss.android.ugc.trill
1777899774315,SCROLL,0,28685,com.ss.android.ugc.trill
1777899774423,SCROLL,0,28686,com.ss.android.ugc.trill
1777899779307,SCROLL,0,0,com.ss.android.ugc.trill
1777899780790,SCROLL,0,29740,com.ss.android.ugc.trill
1777899780899,SCROLL,0,30728,com.ss.android.ugc.trill
1777899781014,SCROLL,0,30735,com.ss.android.ugc.trill
1777899787990,SCROLL,0,32443,com.ss.android.ugc.trill
1777899788098,SCROLL,0,32783,com.ss.android.ugc.trill
1777899788206,SCROLL,0,32784,com.ss.android.ugc.trill
1777899791312,SCROLL,0,34092,com.ss.android.ugc.trill
1777899791419,SCROLL,0,34829,com.ss.android.ugc.trill
1777899791536,SCROLL,0,34833,com.ss.android.ugc.trill
1777899792638,SCROLL,0,36505,com.ss.android.ugc.trill
1777899792745,SCROLL,0,36881,com.ss.android.ugc.trill
1777899792860,SCROLL,0,36882,com.ss.android.ugc.trill
1777899798687,SCROLL,503,0,com.ss.android.ugc.trill
1777899798793,SCROLL,884,0,com.ss.android.ugc.trill
1777899798903,SCROLL,1032,0,com.ss.android.ugc.trill
1777899799010,SCROLL,1073,0,com.ss.android.ugc.trill
1777899799119,SCROLL,1080,0,com.ss.android.ugc.trill
1777899801431,SCROLL,1612,0,com.ss.android.ugc.trill
1777899801540,SCROLL,1980,0,com.ss.android.ugc.trill
1777899801648,SCROLL,2116,0,com.ss.android.ugc.trill
1777899801755,SCROLL,2153,0,com.ss.android.ugc.trill
1777899801857,SCROLL,2160,0,com.ss.android.ugc.trill
1777899804511,SCROLL,2665,0,com.ss.android.ugc.trill
1777899804619,SCROLL,3047,0,com.ss.android.ugc.trill
1777899804727,SCROLL,3192,0,com.ss.android.ugc.trill
1777899804839,SCROLL,3233,0,com.ss.android.ugc.trill
1777899804944,SCROLL,3240,0,com.ss.android.ugc.trill
1777899810626,SCROLL,3275,0,com.ss.android.ugc.trill
1777899810734,SCROLL,3284,0,com.ss.android.ugc.trill
1777899810844,SCROLL,3295,0,com.ss.android.ugc.trill
1777899810951,SCROLL,3335,0,com.ss.android.ugc.trill
1777899811059,SCROLL,3813,0,com.ss.android.ugc.trill
1777899811167,SCROLL,4157,0,com.ss.android.ugc.trill
1777899811276,SCROLL,4282,0,com.ss.android.ugc.trill
1777899811383,SCROLL,4314,0,com.ss.android.ugc.trill
1777899811485,SCROLL,4320,0,com.ss.android.ugc.trill
1777899815224,SCROLL,3677,0,com.ss.android.ugc.trill
1777899815332,SCROLL,3378,0,com.ss.android.ugc.trill
1777899815439,SCROLL,3192,0,com.ss.android.ugc.trill
1777899815546,SCROLL,2763,0,com.ss.android.ugc.trill
1777899815647,SCROLL,2383,0,com.ss.android.ugc.trill
1777899815749,SCROLL,2217,0,com.ss.android.ugc.trill
1777899815867,SCROLL,2170,0,com.ss.android.ugc.trill
1777899815974,SCROLL,1648,0,com.ss.android.ugc.trill
1777899816081,SCROLL,1297,0,com.ss.android.ugc.trill
1777899816183,SCROLL,1138,0,com.ss.android.ugc.trill
1777899816289,SCROLL,1092,0,com.ss.android.ugc.trill
1777899816391,SCROLL,1081,0,com.ss.android.ugc.trill
1777899816508,SCROLL,1080,0,com.ss.android.ugc.trill
1777899816792,SCROLL,457,0,com.ss.android.ugc.trill
1777899816900,SCROLL,149,0,com.ss.android.ugc.trill
1777899817007,SCROLL,40,0,com.ss.android.ugc.trill
1777899817108,SCROLL,5,0,com.ss.android.ugc.trill
1777899817215,SCROLL,0,0,com.ss.android.ugc.trill
1777899830512,SCROLL,0,38748,com.ss.android.ugc.trill
1777899830616,SCROLL,0,38931,com.ss.android.ugc.trill
1777899831872,SCROLL,0,40624,com.ss.android.ugc.trill
1777899831980,SCROLL,0,40979,com.ss.android.ugc.trill
1777899832085,SCROLL,0,40980,com.ss.android.ugc.trill
1777899835558,SCROLL,0,42773,com.ss.android.ugc.trill
1777899835666,SCROLL,0,43029,com.ss.android.ugc.trill
1777899838486,SCROLL,0,44693,com.ss.android.ugc.trill
1777899838594,SCROLL,0,45077,com.ss.android.ugc.trill
1777899838746,SCROLL,0,45078,com.ss.android.ugc.trill
