Timestamp,Sensor_Type,X,Y,Z
1777901695197,ACCEL,0.28953153,-0.11844472,9.749556
1777901695206,GYRO,0.0,6.108648E-4,1.527162E-4
1777901695216,ACCEL,0.2739782,-0.1268196,9.755538
1777901695225,GYRO,3.054324E-4,-3.054324E-4,1.527162E-4
1777901695236,ACCEL,0.28953153,-0.09212367,9.74477
1777901695245,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777901695254,ACCEL,0.28713873,-0.06819545,9.757931
1777901695263,GYRO,-3.054324E-4,3.054324E-4,-1.527162E-4
1777901695273,ACCEL,0.29671,-0.06819545,9.750752
1777901695283,GYRO,3.054324E-4,6.108648E-4,-7.6358096E-4
1777901695292,ACCEL,0.2883351,-0.07537391,9.749556
1777901695301,GYRO,-3.054324E-4,3.054324E-4,-7.6358096E-4
1777901695312,ACCEL,0.28594232,-0.08015956,9.751948
1777901695320,GYRO,-3.054324E-4,9.162972E-4,-1.527162E-4
1777901695330,ACCEL,0.28115666,-0.08973085,9.741181
1777901695340,GYRO,0.0,-3.054324E-4,7.6358096E-4
1777901695349,ACCEL,0.2847459,-0.09810573,9.766306
1777901695359,GYRO,0.0,3.054324E-4,7.6358096E-4
1777901695368,ACCEL,0.28594232,-0.09810573,9.754341
1777901695378,GYRO,-6.108648E-4,3.054324E-4,1.527162E-4
1777901695387,ACCEL,0.2847459,-0.07058827,9.749556
1777901695397,GYRO,-3.054324E-4,-3.054324E-4,1.527162E-4
1777901695406,ACCEL,0.29192436,-0.06819545,9.756734
1777901695416,GYRO,-3.054324E-4,3.054324E-4,-1.527162E-4
1777901695426,ACCEL,0.28713873,-0.09571291,9.74477
1777901695436,GYRO,-9.162972E-4,-3.054324E-4,-4.581486E-4
1777901695445,ACCEL,0.27158538,-0.08733802,9.741181
1777901695454,GYRO,-3.054324E-4,-0.0,-1.527162E-4
1777901695464,ACCEL,0.2943172,-0.09451649,9.745967
1777901695473,GYRO,3.054324E-4,3.054324E-4,-1.527162E-4
1777901695483,ACCEL,0.28115666,-0.11006984,9.757931
1777901695492,GYRO,3.054324E-4,6.108648E-4,-4.581486E-4
1777901695502,ACCEL,0.27517462,-0.1268196,9.743574
1777901695512,GYRO,0.0,3.054324E-4,4.581486E-4
1777901695521,ACCEL,0.28235307,-0.11485548,9.745967
1777901695531,GYRO,-3.054324E-4,6.108648E-4,-1.527162E-4
1777901695540,ACCEL,0.27517462,-0.10289137,9.768699
1777901695550,GYRO,-3.054324E-4,6.108648E-4,-1.527162E-4
1777901695559,ACCEL,0.27876383,-0.083748795,9.74477
1777901695569,GYRO,0.0,6.108648E-4,-1.527162E-4
1777901695578,ACCEL,0.27756742,-0.076570325,9.747163
1777901695588,GYRO,-6.108648E-4,-0.0,-7.6358096E-4
1777901695598,ACCEL,0.28235307,-0.069391854,9.756734
1777901695607,GYRO,-3.054324E-4,9.162972E-4,-7.6358096E-4
1777901695617,ACCEL,0.2835495,-0.08135597,9.745967
1777901695626,GYRO,3.054324E-4,-3.054324E-4,4.581486E-4
1777901695636,ACCEL,0.29312077,-0.09451649,9.751948
1777901695645,GYRO,0.0,3.054324E-4,-1.527162E-4
1777901695655,ACCEL,0.29192436,-0.09212367,9.747163
1777901695664,GYRO,0.0,9.162972E-4,-1.527162E-4
1777901695674,ACCEL,0.2847459,-0.059820566,9.741181
1777901695684,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777901695694,ACCEL,0.29312077,-0.08733802,9.751948
1777901695702,GYRO,0.0,3.054324E-4,0.0013744457
1777901695712,ACCEL,0.27038896,-0.104087785,9.749556
1777901695723,GYRO,3.054324E-4,-3.054324E-4,7.6358096E-4
1777901695731,ACCEL,0.26081768,-0.11724831,9.749556
1777901695740,GYRO,0.0,-0.0,1.527162E-4
1777901695751,ACCEL,0.27158538,-0.124426775,9.753145
1777901695760,GYRO,0.0,-6.108648E-4,1.527162E-4
1777901695770,ACCEL,0.29192436,-0.13519448,9.757931
1777901695779,GYRO,-3.054324E-4,6.108648E-4,1.527162E-4
1777901695789,ACCEL,0.30149564,-0.1052842,9.756734
1777901695799,GYRO,-3.054324E-4,6.108648E-4,7.6358096E-4
1777901695808,ACCEL,0.28115666,-0.08135597,9.751948
1777901695817,GYRO,0.0,6.108648E-4,1.527162E-4
1777901695828,ACCEL,0.27038896,-0.05623133,9.753145
1777901695836,GYRO,3.054324E-4,3.054324E-4,4.581486E-4
1777901695846,ACCEL,0.26081768,-0.033499517,9.751948
1777901695855,GYRO,0.0,-3.054324E-4,-7.6358096E-4
1777901695867,ACCEL,0.29072794,-0.038285162,9.763913
1777901695874,GYRO,3.054324E-4,-3.054324E-4,4.581486E-4
1777901695884,ACCEL,0.30149564,-0.06580263,9.765109
1777901695893,GYRO,0.03970621,0.032986697,0.0013744457
1777901695903,ACCEL,0.2620141,-0.08853444,9.784252
1777901695913,GYRO,0.046425723,0.066889696,1.527162E-4
1777901695922,ACCEL,0.20219351,-0.06580263,9.298509
1777901695932,GYRO,-0.08491021,-0.12095123,-4.581486E-4
1777901695941,ACCEL,0.3290131,-0.13040884,10.208978
1777901695951,GYRO,0.0097738365,0.03054324,0.0019853106
1777901695970,ACCEL,0.33140594,-0.12203395,9.735199
1777901695970,GYRO,-0.0024434591,-0.0070249448,7.6358096E-4
1777901695979,ACCEL,0.29192436,-0.09810573,9.688539
1777901695988,GYRO,-0.0015271619,-0.0024434591,7.6358096E-4
1777901695998,ACCEL,0.23928227,-0.1363909,9.792626
1777901696008,GYRO,3.054324E-4,0.0024434591,-0.0010690134
1777901696017,ACCEL,0.23808585,-0.11246266,9.743574
1777901696027,GYRO,-3.054324E-4,-0.0018325944,-7.6358096E-4
1777901696044,ACCEL,0.3062813,-0.10767702,9.742377
1777901696046,GYRO,-3.054324E-4,-9.162972E-4,1.527162E-4
1777901696055,ACCEL,0.34217364,-0.111266255,9.755538
1777901696065,GYRO,3.054324E-4,6.108648E-4,4.581486E-4
1777901696076,ACCEL,0.28713873,-0.07776674,9.729217
1777901696084,GYRO,-3.054324E-4,-6.108648E-4,-7.6358096E-4
1777901696094,ACCEL,0.2536392,-0.050249275,9.757931
1777901696103,GYRO,6.108648E-4,3.054324E-4,-4.581486E-4
1777901696113,ACCEL,0.2727818,-0.05383851,9.771091
1777901696122,GYRO,0.0,-6.108648E-4,-1.527162E-4
1777901696132,ACCEL,0.30867413,-0.1052842,9.729217
1777901696141,GYRO,6.108648E-4,-0.0015271619,1.527162E-4
1777901696151,ACCEL,0.30867413,-0.14476576,9.766306
1777901696160,GYRO,0.0,0.0018325944,1.527162E-4
1777901696170,ACCEL,0.2644069,-0.14476576,9.742377
1777901696179,GYRO,3.054324E-4,3.054324E-4,4.581486E-4
1777901696189,ACCEL,0.24526432,-0.0741775,9.760324
1777901696199,GYRO,-3.054324E-4,-6.108648E-4,-1.527162E-4
1777901696208,ACCEL,0.2835495,-0.041874398,9.750752
1777901696218,GYRO,-6.108648E-4,-9.162972E-4,-4.581486E-4
1777901696228,ACCEL,0.3397808,-0.025124637,9.767502
1777901696237,GYRO,-3.054324E-4,-3.054324E-4,1.527162E-4
1777901696246,ACCEL,0.31106696,-0.08015956,9.747163
1777901696256,GYRO,0.0,-0.0,4.581486E-4
1777901696266,ACCEL,0.27517462,-0.086141616,9.755538
1777901696275,GYRO,3.054324E-4,6.108648E-4,7.6358096E-4
1777901696284,ACCEL,0.23330021,-0.11485548,9.742377
1777901696294,GYRO,0.0,-0.0,7.6358096E-4
1777901696304,ACCEL,0.25962126,-0.12203395,9.753145
1777901696313,GYRO,0.0,-3.054324E-4,-4.581486E-4
1777901696322,ACCEL,0.2943172,-0.14237295,9.751948
1777901696332,GYRO,3.054324E-4,3.054324E-4,-1.527162E-4
1777901696342,ACCEL,0.30149564,-0.11964113,9.734002
1777901696351,GYRO,-3.054324E-4,-0.0,4.581486E-4
1777901696361,ACCEL,0.2739782,-0.0526421,9.74836
1777901696386,GYRO,3.054324E-4,6.108648E-4,1.527162E-4
1777901696386,ACCEL,0.27158538,-0.015553347,9.756734
1777901696392,GYRO,-3.054324E-4,-6.108648E-4,-4.581486E-4
1777901696400,ACCEL,0.3062813,-0.051445685,9.76152
1777901696408,GYRO,-3.054324E-4,-3.054324E-4,4.581486E-4
1777901696418,ACCEL,0.29072794,-0.10049855,9.738789
1777901696428,GYRO,9.162972E-4,-0.0015271619,1.527162E-4
1777901696437,ACCEL,0.25842485,-0.14955142,10.089336
1777901696447,GYRO,-3.054324E-4,-0.008552107,-0.0010690134
1777901696456,ACCEL,0.25004998,-0.061016977,9.1669035
1777901696466,GYRO,-0.0027488915,-0.0,-1.527162E-4
1777901696476,ACCEL,0.34097722,-0.111266255,10.094122
1777901696485,GYRO,0.0036651888,0.014355322,7.6358096E-4
1777901696494,ACCEL,0.29072794,-0.083748795,9.646665
1777901696504,GYRO,-0.0033597562,-0.0097738365,-7.6358096E-4
1777901696514,ACCEL,0.26799613,-0.08973085,9.768699
1777901696523,GYRO,6.108648E-4,-6.108648E-4,-0.0010690134
1777901696533,ACCEL,0.26799613,-0.078963146,9.767502
1777901696542,GYRO,0.0,-3.054324E-4,-4.581486E-4
1777901696552,ACCEL,0.29192436,-0.096909314,9.763913
1777901696561,GYRO,-0.0012217296,-0.0015271619,-0.0013744457
1777901696571,ACCEL,0.29312077,-0.09930214,9.747163
1777901696580,GYRO,-3.054324E-4,-0.0,-7.6358096E-4
1777901696590,ACCEL,0.27996024,-0.0849452,9.756734
1777901696599,GYRO,-3.054324E-4,-0.0,-4.581486E-4
1777901696609,ACCEL,0.28235307,-0.051445685,9.753145
1777901696618,GYRO,-6.108648E-4,-6.108648E-4,-4.581486E-4
1777901696628,ACCEL,0.26799613,-0.078963146,9.760324
1777901696638,GYRO,-6.108648E-4,-9.162972E-4,-4.581486E-4
1777901696647,ACCEL,0.2727818,-0.08853444,9.755538
1777901696656,GYRO,-6.108648E-4,-9.162972E-4,-4.581486E-4
1777901696667,ACCEL,0.28235307,-0.11964113,9.763913
1777901696676,GYRO,0.0,6.108648E-4,-4.581486E-4
1777901696688,ACCEL,0.25722843,-0.15553348,9.757931
1777901696695,GYRO,-6.108648E-4,-0.0,-4.581486E-4
1777901696704,ACCEL,0.27517462,-0.13040884,9.760324
1777901696714,GYRO,-9.162972E-4,-3.054324E-4,-4.581486E-4
1777901696723,ACCEL,0.2883351,-0.13280165,9.750752
1777901696733,GYRO,-3.054324E-4,3.054324E-4,-1.527162E-4
1777901696743,ACCEL,0.29671,-0.09810573,9.751948
1777901696752,GYRO,3.054324E-4,-3.054324E-4,-7.6358096E-4
1777901696762,ACCEL,0.30149564,-0.078963146,9.760324
1777901696771,GYRO,0.0,3.054324E-4,-7.6358096E-4
1777901696781,ACCEL,0.276371,-0.061016977,9.759128
1777901696790,GYRO,-9.162972E-4,-6.108648E-4,-1.527162E-4
1777901696800,ACCEL,0.27517462,-0.076570325,9.754341
1777901696809,GYRO,-6.108648E-4,-3.054324E-4,1.527162E-4
1777901696819,ACCEL,0.29192436,-0.06819545,9.750752
1777901696828,GYRO,-9.162972E-4,-0.0,-0.0010690134
1777901696838,ACCEL,0.2883351,-0.06819545,9.772287
1777901696847,GYRO,-6.108648E-4,9.162972E-4,-7.6358096E-4
1777901696857,ACCEL,0.25962126,-0.11246266,9.74477
1777901696866,GYRO,-3.054324E-4,-3.054324E-4,-0.0016798781
1777901696876,ACCEL,0.2847459,-0.09212367,9.766306
1777901696885,GYRO,0.0,-6.108648E-4,-7.6358096E-4
1777901696895,ACCEL,0.32303107,-0.09451649,9.74836
1777901696904,GYRO,0.0,-3.054324E-4,-1.527162E-4
1777901696914,ACCEL,0.29671,-0.096909314,9.760324
1777901696924,GYRO,6.108648E-4,9.162972E-4,-0.0010690134
1777901696933,ACCEL,0.2632105,-0.038285162,9.760324
1777901696943,GYRO,3.054324E-4,3.054324E-4,-4.581486E-4
1777901696952,ACCEL,0.2632105,0.021535404,9.762716
1777901696962,GYRO,6.108648E-4,-0.0012217296,-1.527162E-4
1777901696971,ACCEL,0.30508488,0.0,9.765109
1777901696981,GYRO,-6.108648E-4,-6.108648E-4,-4.581486E-4
1777901696991,ACCEL,0.30867413,-0.069391854,9.759128
1777901697000,GYRO,-0.0024434591,-0.009162972,-4.581486E-4
1777901697010,ACCEL,0.30867413,-0.15194423,9.967302
1777901697019,GYRO,-0.012522728,-0.04214967,-0.0010690134
1777901697028,ACCEL,0.22372891,-0.23090738,9.582058
1777901697038,GYRO,-0.0042760535,-0.019853106,-7.6358096E-4
1777901697048,ACCEL,0.27876383,-0.26081768,9.8835535
1777901697057,GYRO,0.0048869182,0.0051923506,7.6358096E-4
1777901697067,ACCEL,0.30149564,-0.21296121,9.784252
1777901697077,GYRO,0.003970621,0.005497783,0.0016798781
1777901697086,ACCEL,0.32063824,-0.11485548,9.846465
1777901697096,GYRO,0.005497783,0.043065965,0.002290743
1777901697105,ACCEL,0.25962126,-0.0059820567,9.633504
1777901697115,GYRO,3.054324E-4,0.010079269,4.581486E-4
1777901697124,ACCEL,0.26919255,0.021535404,9.836894
1777901697134,GYRO,9.162972E-4,0.0051923506,7.6358096E-4
1777901697143,ACCEL,0.29312077,0.0,9.728021
1777901697153,GYRO,-0.0015271619,-0.0027488915,7.6358096E-4
1777901697162,ACCEL,0.33260235,-0.03708875,9.772287
1777901697172,GYRO,-9.162972E-4,6.108648E-4,0.0013744457
1777901697181,ACCEL,0.31944183,-0.049052864,9.769895
1777901697191,GYRO,3.054324E-4,0.0015271619,7.6358096E-4
1777901697201,ACCEL,0.27756742,-0.08255238,9.769895
1777901697211,GYRO,-6.108648E-4,0.0012217296,4.581486E-4
1777901697220,ACCEL,0.23928227,-0.13040884,9.77468
1777901697229,GYRO,-6.108648E-4,-0.0,-4.581486E-4
1777901697239,ACCEL,0.2632105,-0.15792629,9.763913
1777901697248,GYRO,0.0,-3.054324E-4,-1.527162E-4
1777901697258,ACCEL,0.31226337,-0.14356937,9.763913
1777901697267,GYRO,-3.054324E-4,-6.108648E-4,-4.581486E-4
1777901697277,ACCEL,0.31465617,-0.12083755,9.785448
1777901697286,GYRO,0.0,6.108648E-4,1.527162E-4
1777901697296,ACCEL,0.28594232,-0.06819545,9.771091
1777901697305,GYRO,6.108648E-4,6.108648E-4,-4.581486E-4
1777901697315,ACCEL,0.2620141,-0.033499517,9.767502
1777901697325,GYRO,3.054324E-4,3.054324E-4,-0.0010690134
1777901697334,ACCEL,0.27517462,-0.022731815,9.76152
1777901697343,GYRO,3.054324E-4,-0.0012217296,-0.0013744457
1777901697353,ACCEL,0.30867413,-0.025124637,9.783055
1777901697363,GYRO,-3.054324E-4,-9.162972E-4,-7.6358096E-4
1777901697373,ACCEL,0.31345975,-0.09092726,9.771091
1777901697382,GYRO,3.054324E-4,3.054324E-4,-1.527162E-4
1777901697392,ACCEL,0.28235307,-0.11964113,9.775877
1777901697401,GYRO,-3.054324E-4,3.054324E-4,1.527162E-4
1777901697411,ACCEL,0.25244278,-0.1268196,9.775877
1777901697420,GYRO,0.0,-3.054324E-4,4.581486E-4
1777901697430,ACCEL,0.2620141,-0.111266255,9.777073
1777901697440,GYRO,3.054324E-4,-6.108648E-4,-4.581486E-4
1777901697449,ACCEL,0.30029923,-0.0741775,9.780663
1777901697458,GYRO,-3.054324E-4,-9.162972E-4,-4.581486E-4
1777901697468,ACCEL,0.27996024,-0.086141616,9.777073
1777901697478,GYRO,3.054324E-4,3.054324E-4,-7.6358096E-4
1777901697487,ACCEL,0.27996024,-0.09930214,9.781859
1777901697499,GYRO,-9.162972E-4,-6.108648E-4,-1.527162E-4
1777901697506,ACCEL,0.28235307,-0.09332009,9.77827
